Name,Datum,IK_Institutionskennzeichen,Standortnummer,Standortnummer_alt,Tarifliche_Wochenarbeitszeit,Anzahl_Aerzte_VK_ohne_beleg,Anzahl_Aerzte_VK_Mit_direktem_BV_ohne_beleg,Anzahl_Aerzte_VK_Ohne_direktem_BV_ohne_beleg,Anzahl_Aerzte_VK_Ambulante_Versorgung_ohne_beleg,Anzahl_Aerzte_VK_Stationaere_Versorgung_ohne_beleg,Anzahl_FA_VK_ohne_beleg,Anzahl_FA_VK_Mit_direktem_BV_ohne_beleg,Anzahl_FA_VK_Ohne_direktem_BV_ohne_beleg,Anzahl_FA_VK_Ambulante_Versorgung_ohne_beleg,Anzahl_FA_VK_Stationaere_Versorgung_ohne_beleg,Anzahl_Aerzte_VK_beleg,Anzahl_Aerzte_VK_ohne_fachabteilung,Anzahl_Aerzte_VK_Mit_direktem_BV_ohne_fachabteilung,Anzahl_Aerzte_VK_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_Aerzte_VK_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_Aerzte_VK_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_FA_VK_ohne_fachabteilung,Anzahl_FA_VK_Mit_direktem_BV_ohne_fachabteilung,Anzahl_FA_VK_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_FA_VK_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_FA_VK_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_gesundheits_krankenpfleger,Anzahl_VK_gesundheits_krankenpfleger_Mit_direktem_BV,Anzahl_VK_gesundheits_krankenpfleger_Ohne_direktem_BV,Anzahl_VK_gesundheits_krankenpfleger_Ambulante_Versorgung,Anzahl_VK_gesundheits_krankenpfleger_Stationaere_Versorgung,Anzahl_VK_gesundheits_krankenpfleger_ohne_fachabteilung,Anzahl_VK_gesundheits_krankenpfleger_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_gesundheits_krankenpfleger_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_gesundheits_krankenpfleger_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_gesundheits_krankenpfleger_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_gesundheits_kinderkrankenpfleger,Anzahl_VK_gesundheits_kinderkrankenpfleger_Mit_direktem_BV,Anzahl_VK_gesundheits_kinderkrankenpfleger_Ohne_direktem_BV,Anzahl_VK_gesundheits_kinderkrankenpfleger_Ambulante_Versorgung,Anzahl_VK_gesundheits_kinderkrankenpfleger_Stationaere_Versorgung,Anzahl_VK_gesundheits_kinderkrankenpfleger_ohne_fachabteilung,Anzahl_VK_gesundheits_kinderkrankenpfleger_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_gesundheits_kinderkrankenpfleger_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_gesundheits_kinderkrankenpfleger_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_gesundheits_kinderkrankenpfleger_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_altenpfleger,Anzahl_VK_altenpfleger_Mit_direktem_BV,Anzahl_VK_altenpfleger_Ohne_direktem_BV,Anzahl_VK_altenpfleger_Ambulante_Versorgung,Anzahl_VK_altenpfleger_Stationaere_Versorgung,Anzahl_VK_altenpfleger_ohne_fachabteilung,Anzahl_VK_altenpfleger_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_altenpfleger_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_altenpfleger_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_altenpfleger_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_pflegeassistenten,Anzahl_VK_pflegeassistenten_Mit_direktem_BV,Anzahl_VK_pflegeassistenten_Ohne_direktem_BV,Anzahl_VK_pflegeassistenten_Ambulante_Versorgung,Anzahl_VK_pflegeassistenten_Stationaere_Versorgung,Anzahl_VK_pflegeassistenten_ohne_fachabteilung,Anzahl_VK_pflegeassistenten_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_pflegeassistenten_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_pflegeassistenten_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_pflegeassistenten_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_krankenpflegehelfer,Anzahl_VK_krankenpflegehelfer_Mit_direktem_BV,Anzahl_VK_krankenpflegehelfer_Ohne_direktem_BV,Anzahl_VK_krankenpflegehelfer_Ambulante_Versorgung,Anzahl_VK_krankenpflegehelfer_Stationaere_Versorgung,Anzahl_VK_krankenpflegehelfer_ohne_fachabteilung,Anzahl_VK_krankenpflegehelfer_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_krankenpflegehelfer_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_krankenpflegehelfer_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_krankenpflegehelfer_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_pflegehelfer,Anzahl_VK_pflegehelfer_Mit_direktem_BV,Anzahl_VK_pflegehelfer_Ohne_direktem_BV,Anzahl_VK_pflegehelfer_Ambulante_Versorgung,Anzahl_VK_pflegehelfer_Stationaere_Versorgung,Anzahl_VK_pflegehelfer_ohne_fachabteilung,Anzahl_VK_pflegehelfer_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_pflegehelfer_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_pflegehelfer_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_pflegehelfer_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_hebammen_entbindungspfleger,Anzahl_VK_hebammen_entbindungspfleger_Mit_direktem_BV,Anzahl_VK_hebammen_entbindungspfleger_Ohne_direktem_BV,Anzahl_VK_hebammen_entbindungspfleger_Ambulante_Versorgung,Anzahl_VK_hebammen_entbindungspfleger_Stationaere_Versorgung,Anzahl_VK_hebammen_entbindungspfleger_ohne_fachabteilung,Anzahl_VK_hebammen_entbindungspfleger_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_hebammen_entbindungspfleger_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_hebammen_entbindungspfleger_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_hebammen_entbindungspfleger_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_operationstechnische_assistenz,Anzahl_VK_operationstechnische_assistenz_Mit_direktem_BV,Anzahl_VK_operationstechnische_assistenz_Ohne_direktem_BV,Anzahl_VK_operationstechnische_assistenz_Ambulante_Versorgung,Anzahl_VK_operationstechnische_assistenz_Stationaere_Versorgung,Anzahl_VK_operationstechnische_assistenz_ohne_fachabteilung,Anzahl_VK_operationstechnische_assistenz_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_operationstechnische_assistenz_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_operationstechnische_assistenz_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_operationstechnische_assistenz_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_medizinische_fachangestellte,Anzahl_VK_medizinische_fachangestellte_Mit_direktem_BV,Anzahl_VK_medizinische_fachangestellte_Ohne_direktem_BV,Anzahl_VK_medizinische_fachangestellte_Ambulante_Versorgung,Anzahl_VK_medizinische_fachangestellte_Stationaere_Versorgung,Anzahl_VK_medizinische_fachangestellte_ohne_fachabteilung,Anzahl_VK_medizinische_fachangestellte_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_medizinische_fachangestellte_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_medizinische_fachangestellte_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_medizinische_fachangestellte_Stationaere_Versorgung_ohne_fachabteilung,year
DIAKO Klinikum,2023-11-14,260100023,773287000,00,"40,00","187,13","181,08","6,05","10,07","177,06","117,79","111,73","6,06","7,51","110,28",0,"16,22","15,86","0,36","3,57","12,65","11,10","10,73","0,37","2,53","8,57","302,08","297,85","4,23","10,39","291,69","52,36","49,71","2,65","8,11","44,25","51,75","51,75",0,"1,8","49,95","52,36","49,71","2,65","8,11","44,25","1,03","1,03",0,0,"1,03",0,0,0,0,0,1,1,0,"0,2","0,8","1,00","1,00","0,00","0,20","0,80","1,85","1,85",0,0,"1,85","0,85","0,85","0,00","0,00","0,85","8,01","8,01",0,"0,36","7,65","5,95","5,95","0,00","0,36","5,59","18,32","16,78","1,54",0,"18,32",0,0,0,0,0,"10,63","10,51","0,12","1,06","9,57","10,63","10,51","0,12","1,06","9,57","44,75","44,75",0,"16,13","28,62","14,82","14,82","0,00","6,36","8,46",2022
Malteser Krankenhaus St. Franziskus-Hospital,2023-11-02,260100034,771320000,01,"40,00","91,95","90,95","1,00","3,44","88,51","56,00","55,00","1,00","2,71","53,29",2,"1,75","0,75","1,00","0,00","1,75","1,75","0,75","1,00","0,00","1,75","290,77","290,77","0,00","1,19","289,58","5,55","5,55","0,00","1,19","4,36",NA,NA,NA,NA,NA,"5,55","5,55","0,00","1,19","4,36","14,32","14,32","0,00","0,00","14,32","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25,72","25,72","0,00","0,00","25,72","0,00","0,00","0,00","0,00","0,00","17,30","17,30","0,00","0,00","17,30","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,30","1,30","0,00","0,00","1,30","0,00","0,00","0,00","0,00","0,00","28,16","28,16","0,00","0,00","28,16","0,00","0,00","0,00","0,00","0,00",2022
Malteser Krankenhaus St. Franziskus-Hospital - Geriatrische Tagesklinik,2023-11-02,260100034,771321000,02,"40,00","1,00","1,00","0,00","0,00","1,00","1,00","1,00","0,00","0,00","1,00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,00","2,00","0,00","0,00","2,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,39","0,39","0,00","0,00","0,39","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
Park-Klinik GmbH,2023-11-15,260100147,773063000,00,"40,00","2,67","2,67",0,0,"2,67","4,89","4,89",0,0,"4,89",14,"2,67","2,67",0,0,"2,67","4,89","4,89",0,0,"4,89","45,43","45,43",0,0,"45,43","27,63","27,63",0,0,"27,63",NA,NA,NA,NA,NA,"27,63","27,63",0,0,"27,63","0,31","0,31",0,0,"0,31","0,31","0,31",0,0,"0,31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,31","0,31",0,0,"0,31",0,0,0,0,0,2,2,0,0,2,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19,66","19,66",0,0,"19,66","9,83","9,83",0,0,"9,83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022
Sankt Elisabeth Krankenhaus Kiel,2023-12-13,260100170,771993000,02,"40,00","4,48","4,48","0,00","1,15","3,33","3,96","3,96","0,00","1,02","2,94",28,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","27,39","27,39","0,00","10,34","17,05","0,00","0,00","0,00","0,00","0,00","3,72","3,72","0,00","1,40","2,32","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,"0,66","0,66","0,00","0,25","0,41","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,"4,18","4,18","0,00","1,58","2,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,2022
Lubinus Clinicum,2023-12-13,260100170,771994000,01,"40,00","63,78","63,78","0,00","17,22","46,56","58,26","58,26","0,00","15,73","42,53",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","94,65","91,47","3,18","25,55","69,10","0,00","0,00","0,00","0,00","0,00","4,88","4,88","0,00","1,32","3,56","0,00","0,00","0,00","0,00","0,00","7,59","7,59","0,00","2,05","5,54","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,46","3,46","0,00","0,93","2,53","0,00","0,00","0,00","0,00","0,00","1,25","1,25","0,00","0,34","0,91","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","8,28","8,28","0,00","2,24","6,04","0,00","0,00","0,00","0,00","0,00","20,28","20,28","0,00","5,48","14,80","0,00","0,00","0,00","0,00","0,00",2022
Klinik Flechsig GmbH,2023-11-10,260100238,771062000,00,"38,50",0,0,0,0,0,0,0,0,0,0,11,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","13,48","13,48",0,0,"13,48",0,0,0,0,0,"1,13","1,13",0,0,"1,13",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,3","0,3",0,0,"0,3",0,0,0,0,0,"1,86","1,86",0,0,"1,86",0,0,0,0,0,2022
Kath. Marien-Krankenhaus Lübeck gemeinnützige GmbH ,2023-10-24,260100272,772245000,00,"40,00","5,92","5,92","0,00","0,00","5,92","0,00","0,00","0,00","0,00","0,00",40,"5,92","5,92","0,00","0,00","5,92","0,00","0,00","0,00","0,00","0,00","30,14","30,14","0,00","0,00","30,14","11,18","11,18","0,00","0,00","11,18","11,75","11,75","0,00","0,00","11,75","11,18","11,18","0,00","0,00","11,18","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,"2,40","2,40","0,00","0,00","2,40","2,40","2,40","0,00","0,00","2,40","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,"18,14","18,14","0,00","0,00","18,14",NA,NA,NA,NA,NA,"6,20","6,20","0,00","0,00","6,20","6,20","6,20","0,00","0,00","6,20","1,52","1,52","0,00","0,00","1,52","1,52","1,52","0,00","0,00","1,52",2022
Johanniter-Krankenhaus Geesthacht GmbH,2023-11-13,260100432,772342000,01,"40,00","51,27","51,00","0,27","0,00","51,27","26,70","26,70","0,00","0,00","26,70",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","84,66","84,66","0,00","0,00","84,66","0,00","0,00","0,00","0,00","0,00","7,05","7,05","0,00","0,00","7,05","0,00","0,00","0,00","0,00","0,00","6,93","6,93","0,00","0,00","6,93","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,18","4,18","0,00","0,00","4,18","0,00","0,00","0,00","0,00","0,00","7,75","7,75","0,00","0,00","7,75","0,00","0,00","0,00","0,00","0,00","1,65","1,65","0,00","0,00","1,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2022
Johanniter Tagesklinik Mölln,2023-11-13,260100432,772343000,03,"40,00","3,25","3,25","0,00","0,00","3,25","2,00","2,00","0,00","0,00","2,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,88","6,88","0,00","0,00","6,88","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2022
