Name,Datum,IK_Institutionskennzeichen,Standortnummer,Standortnummer_alt,Tarifliche_Wochenarbeitszeit,Anzahl_Aerzte_VK_ohne_beleg,Anzahl_Aerzte_VK_Mit_direktem_BV_ohne_beleg,Anzahl_Aerzte_VK_Ohne_direktem_BV_ohne_beleg,Anzahl_Aerzte_VK_Ambulante_Versorgung_ohne_beleg,Anzahl_Aerzte_VK_Stationaere_Versorgung_ohne_beleg,Anzahl_FA_VK_ohne_beleg,Anzahl_FA_VK_Mit_direktem_BV_ohne_beleg,Anzahl_FA_VK_Ohne_direktem_BV_ohne_beleg,Anzahl_FA_VK_Ambulante_Versorgung_ohne_beleg,Anzahl_FA_VK_Stationaere_Versorgung_ohne_beleg,Anzahl_Aerzte_VK_beleg,Anzahl_Aerzte_VK_ohne_fachabteilung,Anzahl_Aerzte_VK_Mit_direktem_BV_ohne_fachabteilung,Anzahl_Aerzte_VK_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_Aerzte_VK_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_Aerzte_VK_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_FA_VK_ohne_fachabteilung,Anzahl_FA_VK_Mit_direktem_BV_ohne_fachabteilung,Anzahl_FA_VK_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_FA_VK_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_FA_VK_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_gesundheits_krankenpfleger,Anzahl_VK_gesundheits_krankenpfleger_Mit_direktem_BV,Anzahl_VK_gesundheits_krankenpfleger_Ohne_direktem_BV,Anzahl_VK_gesundheits_krankenpfleger_Ambulante_Versorgung,Anzahl_VK_gesundheits_krankenpfleger_Stationaere_Versorgung,Anzahl_VK_gesundheits_krankenpfleger_ohne_fachabteilung,Anzahl_VK_gesundheits_krankenpfleger_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_gesundheits_krankenpfleger_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_gesundheits_krankenpfleger_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_gesundheits_krankenpfleger_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_gesundheits_kinderkrankenpfleger,Anzahl_VK_gesundheits_kinderkrankenpfleger_Mit_direktem_BV,Anzahl_VK_gesundheits_kinderkrankenpfleger_Ohne_direktem_BV,Anzahl_VK_gesundheits_kinderkrankenpfleger_Ambulante_Versorgung,Anzahl_VK_gesundheits_kinderkrankenpfleger_Stationaere_Versorgung,Anzahl_VK_gesundheits_kinderkrankenpfleger_ohne_fachabteilung,Anzahl_VK_gesundheits_kinderkrankenpfleger_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_gesundheits_kinderkrankenpfleger_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_gesundheits_kinderkrankenpfleger_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_gesundheits_kinderkrankenpfleger_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_altenpfleger,Anzahl_VK_altenpfleger_Mit_direktem_BV,Anzahl_VK_altenpfleger_Ohne_direktem_BV,Anzahl_VK_altenpfleger_Ambulante_Versorgung,Anzahl_VK_altenpfleger_Stationaere_Versorgung,Anzahl_VK_altenpfleger_ohne_fachabteilung,Anzahl_VK_altenpfleger_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_altenpfleger_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_altenpfleger_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_altenpfleger_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_pflegeassistenten,Anzahl_VK_pflegeassistenten_Mit_direktem_BV,Anzahl_VK_pflegeassistenten_Ohne_direktem_BV,Anzahl_VK_pflegeassistenten_Ambulante_Versorgung,Anzahl_VK_pflegeassistenten_Stationaere_Versorgung,Anzahl_VK_pflegeassistenten_ohne_fachabteilung,Anzahl_VK_pflegeassistenten_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_pflegeassistenten_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_pflegeassistenten_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_pflegeassistenten_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_krankenpflegehelfer,Anzahl_VK_krankenpflegehelfer_Mit_direktem_BV,Anzahl_VK_krankenpflegehelfer_Ohne_direktem_BV,Anzahl_VK_krankenpflegehelfer_Ambulante_Versorgung,Anzahl_VK_krankenpflegehelfer_Stationaere_Versorgung,Anzahl_VK_krankenpflegehelfer_ohne_fachabteilung,Anzahl_VK_krankenpflegehelfer_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_krankenpflegehelfer_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_krankenpflegehelfer_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_krankenpflegehelfer_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_pflegehelfer,Anzahl_VK_pflegehelfer_Mit_direktem_BV,Anzahl_VK_pflegehelfer_Ohne_direktem_BV,Anzahl_VK_pflegehelfer_Ambulante_Versorgung,Anzahl_VK_pflegehelfer_Stationaere_Versorgung,Anzahl_VK_pflegehelfer_ohne_fachabteilung,Anzahl_VK_pflegehelfer_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_pflegehelfer_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_pflegehelfer_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_pflegehelfer_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_hebammen_entbindungspfleger,Anzahl_VK_hebammen_entbindungspfleger_Mit_direktem_BV,Anzahl_VK_hebammen_entbindungspfleger_Ohne_direktem_BV,Anzahl_VK_hebammen_entbindungspfleger_Ambulante_Versorgung,Anzahl_VK_hebammen_entbindungspfleger_Stationaere_Versorgung,Anzahl_VK_hebammen_entbindungspfleger_ohne_fachabteilung,Anzahl_VK_hebammen_entbindungspfleger_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_hebammen_entbindungspfleger_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_hebammen_entbindungspfleger_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_hebammen_entbindungspfleger_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_operationstechnische_assistenz,Anzahl_VK_operationstechnische_assistenz_Mit_direktem_BV,Anzahl_VK_operationstechnische_assistenz_Ohne_direktem_BV,Anzahl_VK_operationstechnische_assistenz_Ambulante_Versorgung,Anzahl_VK_operationstechnische_assistenz_Stationaere_Versorgung,Anzahl_VK_operationstechnische_assistenz_ohne_fachabteilung,Anzahl_VK_operationstechnische_assistenz_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_operationstechnische_assistenz_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_operationstechnische_assistenz_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_operationstechnische_assistenz_Stationaere_Versorgung_ohne_fachabteilung,Anzahl_VK_medizinische_fachangestellte,Anzahl_VK_medizinische_fachangestellte_Mit_direktem_BV,Anzahl_VK_medizinische_fachangestellte_Ohne_direktem_BV,Anzahl_VK_medizinische_fachangestellte_Ambulante_Versorgung,Anzahl_VK_medizinische_fachangestellte_Stationaere_Versorgung,Anzahl_VK_medizinische_fachangestellte_ohne_fachabteilung,Anzahl_VK_medizinische_fachangestellte_Mit_direktem_BV_ohne_fachabteilung,Anzahl_VK_medizinische_fachangestellte_Ohne_direktem_BV_ohne_fachabteilung,Anzahl_VK_medizinische_fachangestellte_Ambulante_Versorgung_ohne_fachabteilung,Anzahl_VK_medizinische_fachangestellte_Stationaere_Versorgung_ohne_fachabteilung,year
DIAKO Klinikum,2023-01-18,260100023,773287000,99,"40,00","174,4","170,76","3,64","11,02","163,38","105,51","101,87","3,64","8,03","97,48",0,"6,09","3,39","2,70","0,00","6,09","4,72","2,02","2,70","0,00","4,72","291,91","289,31","2,6","13,98","277,93","27,28","27,28",0,"10,61","16,67","52,53","52,53",0,"1,8","50,73","27,28","27,28",0,"10,61","16,67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7,79","7,79",0,"1,81","5,98","5,60","5,60",0,"1,73","3,87","6,64","6,64",0,"1,8","4,84","5,59","5,59",0,"1,73","3,86","14,92","13,76","1,16",0,"14,92",0,0,0,0,0,"8,63","8,6","0,03","2,71","5,92","1,82","1,82",0,"1,82",0,"42,46","42,46",0,"1,15","41,31","5,65","5,65",0,"1,06","4,59",2021
Malteser Krankenhaus St. Franziskus-Hospital,2022-11-03,260100034,771320000,01,"40,00","94,02","92,52","1,50","0,00","94,02","55,13","53,63","1,50","0,00","55,13",2,"2,84","1,34","1,50","0,00","2,84","2,84","1,34","1,50","0,00","2,84","279,02","279,02","0,00","1,56","277,46","4,54","4,54","0,00","1,56","2,98",NA,NA,NA,NA,NA,"4,54","4,54","0,00","1,56","2,98","13,77","13,77","0,00","0,00","13,77","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,18","11,18","0,00","0,00","11,18","0,00","0,00","0,00","0,00","0,00","18,22","18,22","0,00","0,00","18,22","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,54","1,54","0,00","0,00","1,54","0,00","0,00","0,00","0,00","0,00","27,70","27,70","0,00","0,00","27,70","0,00","0,00","0,00","0,00","0,00",2021
Malteser Krankenhaus St. Franziskus-Hospital - Geriatrische Tagesklinik,2022-11-01,260100034,771321000,02,"40,00","1,00","1,00","0,00","0,00","1,00","1,00","1,00","0,00","0,00","1,00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,00","2,00","0,00","0,00","2,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00","0,39","0,39","0,00","0,00","0,39","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
Park-Klinik GmbH,2022-11-15,260100147,773063000,00,"40,00","8,55","8,55",0,0,"8,55","4,81","4,81",0,0,"4,81",14,"8,55","8,55","0,00","0,00","8,55","4,81","4,81","0,00","0,00","4,81","45,32","45,32",0,0,"45,32","28,57","28,57",0,0,"28,57",NA,NA,NA,NA,NA,"28,57","28,57",0,0,"28,57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,2,2,2,0,0,2,"1,5","1,5",0,0,"1,5",0,0,0,0,0,"4,88","4,88",0,0,"4,88","1,75","1,75",0,0,"1,75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,0,0,21,"9,18","9,18",0,0,"9,18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
Sankt Elisabeth Krankenhaus Kiel,2023-02-21,260100170,771993000,02,"40,00","5,09","4,96","0,13","1,51","3,58","4,80","4,80","0,00","1,42","3,38",29,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","23,57","23,57","0,00","8,53","15,04","0,00","0,00","0,00","0,00","0,00","3,50","3,50","0,00","1,33","2,17","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,00","1,00","0,00","0,16","0,84","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,94","3,94","0,00","0,65","3,29","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
Lubinus Clinicum,2023-02-21,260100170,771994000,01,"40,00","64,53","64,27","0,26","8,20","56,33","45,28","45,02","0,26","5,98","39,30",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","101,31","97,28","4,03","12,88","88,43","0,00","0,00","0,00","0,00","0,00","2,36","2,36","0,00","0,30","2,06","0,00","0,00","0,00","0,00","0,00","4,74","4,74","0,00","0,60","4,14","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,98","2,98","0,00","0,38","2,60","0,00","0,00","0,00","0,00","0,00","8,46","8,46","0,00","1,08","7,38","0,00","0,00","0,00","0,00","0,00","0,12","0,12","0,00","0,01","0,11","0,00","0,00","0,00","0,00","0,00","9,59","9,59","0,00","1,22","8,37","0,00","0,00","0,00","0,00","0,00","24,39","24,39","0,00","3,10","21,29","0,00","0,00","0,00","0,00","0,00",2021
Klinik Flechsig GmbH,2022-11-10,260100238,771062000,00,"38,50",0,0,0,0,0,0,0,0,0,0,10,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","11,47","11,47",0,0,"11,47",0,0,0,0,0,"1,38","1,38",0,0,"1,38",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,2","0,2",0,0,"0,2",0,0,0,0,0,"1,67","1,67",0,0,"1,67",0,0,0,0,0,2021
Kath. Marien-Krankenhaus Lübeck gemeinnützige GmbH,2023-02-20,260100272,772245000,00,"40,00","5,79","5,79","0,00","0,00","5,79","0,00","0,00","0,00","0,00","0,00",42,"5,79","5,79","0,00","0,00","5,79","0,00","0,00","0,00","0,00","0,00","33,93","33,93","0,00","0,00","33,93","12,39","12,39","0,00","0,00","12,39","8,67","8,67","0,00","0,00","8,67","12,39","12,39","0,00","0,00","12,39","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,"0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,"2,48","2,48","0,00","0,49","1,99","2,48","2,48","0,00","0,49","1,99","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,"18,14","18,14","0,00","0,00","18,14","0,00","0,00","0,00","0,00","0,00","5,89","5,89","0,00","0,00","5,89","5,89","5,89","0,00","0,00","5,89","1,45","1,45","0,00","0,00","1,45","1,45","1,45","0,00","0,00","1,45",2021
DRK-Fachklinik Hahnknüll gGmbH,2022-11-14,260100318,772648000,00,"38,50","4,45","3,08","1,37","0,72","3,73","4,45","3,08","1,37","0,72","3,73",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,73","4,73",0,"0,45","4,28",0,0,0,0,0,"0,71","0,71",0,0,"0,71",0,0,0,0,0,"10,06","10,06",0,0,"10,06",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,81","0,81",0,0,"0,81",0,0,0,0,0,"2,65","2,65",0,0,"2,65",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,58","0,58",0,0,"0,58",0,0,0,0,0,2021
Johanniter-Krankenhaus Geesthacht GmbH,2023-02-23,260100432,772342000,01,"40,00","61,82","61,82","0,00","0,00","61,82","33,67","33,67","0,00","0,00","33,67",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","110,31","110,31","0,00","0,00","110,31","0,00","0,00","0,00","0,00","0,00","6,47","6,47","0,00","0,00","6,47","0,00","0,00","0,00","0,00","0,00","6,32","6,32","0,00","0,00","6,32","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,41","5,41","0,00","0,00","5,41","0,00","0,00","0,00","0,00","0,00","4,66","4,66","0,00","0,00","4,66","0,00","0,00","0,00","0,00","0,00","8,06","8,06","0,00","0,00","8,06","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,"2,69","2,69","0,00","0,00","2,69","0,00","0,00","0,00","0,00","0,00",2021
